,cz,czname,state_id,n_ige_rank_8082,e_rank_b,s_rank,prob_p1_k5,e_rank_b_c1821,s_c1821,e_rank_b_teenbirth_fem,s_teenbirth_fem,e_rank_b_femfam,s_femfam,e_rank_b_malefam,s_malefam,e_rank_b_indv_r_m,s_indv_r_m,e_rank_b_coli4,s_coli4,e_rank_b_1112,s_1112,e_rank_b_singlepar,s_singlepar,e_rank_b_marriedpar,s_marriedpar,e_rank_b_8385,s_8385,e_rank_b_8085,s_8085,e_rank_b_w80,s_w80,e_rank_b_povertyline,s_povertyline,e_rank_b_cq,s_cq,n250,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010,cons
304,21702,Austin,MN,2940.0,49.126,0.29992,0.1184971,54.83225,0.59921,18.94725,-0.22491,49.5785,0.31254,48.7105,0.2879,52.1555,0.2641,49.85925,0.28773,49.61475,0.24151,45.99875,0.18655,50.92225,0.26685,49.17675,0.30679,49.158,0.3028,49.126,0.29992,82.225,0.20668,45.33844,0.178005,1.0,71187,0,0.0038069,0.0880104,0.0341543,0.0317722,0.0388867,0.5554289,38505.48,0.28212,5.818,0.22394,0.67313,0.0172089,4542.409,2.5,17.28572,6.4794522,17.965489,3.988531,0.0124602,0.0140475,2594.0,0.0103249,0.644049,0.2375541,0.8039671,0.0067542,0.0116172897,0.0185146164,0.0341872,2.5408873,0.7579755,0.0023038,0.1807287,0.0861692,0.5889709,-0.0070142,1.0
305,21801,Mason City,IA,3267.0,49.992,0.3062,0.1265985,55.28875,0.61595,16.88525,-0.22315,51.3735,0.33534,48.69225,0.27553,51.94875,0.24295,51.20825,0.29661,48.95875,0.28715,47.04775,0.32679,52.01875,0.26235,52.34775,0.25963,51.2125,0.2811,50.0005,0.30626,81.6625,0.22422,44.99131,0.19699999999999998,1.0,78179,0,0.005206,0.0315983,0.0155588,0.0184794,0.0133083,0.5804925,36400.09,0.32074,9.048,0.23026,0.67799,0.0256915,2124.126,2.86,3.714286,5.7947113,14.236149,5.240076,-0.0256027,0.0383735,5257.47,-0.0137588,0.6723269,0.2293159,2.314927,0.0068434,0.0083526267,0.0099643127,0.0154029,2.1267687,0.724261,0.0017652,0.1811285,0.0914158,0.5903857,0.0048868,1.0
306,21802,Decorah,IA,3005.0,56.56,0.23888,0.1652422,62.17675,0.51219,12.88375,-0.13409,58.5625,0.22906,54.49775,0.24839,56.60925,0.24697,58.287,0.22724,55.70125,0.21185,53.437,0.27772,57.9275,0.20734,54.248,0.26664,55.3865,0.25298,56.5585,0.23966,89.27425,0.12305,49.83632,0.16111999999999999,1.0,72111,0,0.0025239,0.0473618,0.0068983,0.0086035,0.0065683,0.5417953,34000.45,0.30344,9.119,0.21225,0.69817,0.0257652,2420.284,2.86,3.714286,5.9257311,14.816267,10.21918,-0.0254672,0.027735,9546.52,0.1241725,0.6614171,0.2131674,0.3211171,0.0068208,0.00701696,0.0114406956,0.0120467,2.055236,0.8640984,0.0003883,0.1404949,0.0652163,0.6020485,0.0023042,1.0
307,21900,Marshalltown,IA,4463.0,48.41925,0.29481,0.1127451,43.5445,0.67178,23.32475,-0.29989,48.442,0.30628,48.39575,0.28319,51.7585,0.2521,50.0285,0.28542,47.86675,0.29631,46.8725,0.2347,49.479,0.27736,49.468,0.30288,49.00975,0.29679,48.51825,0.30001,80.72625,0.21457,38.97125,0.188965,1.0,113442,0,0.0070697,0.1743765,0.0256116,0.0194776,0.0329275,0.5348939,35247.22,0.30915,9.287,0.21628,0.63612,0.0224222,2079.956,2.86,3.714286,6.1549582,15.425441,-1.601582,-0.014687,0.0176302,11892.1,0.102467,0.6576114,0.2347316,0.8497125,0.0068061,0.0130727596,0.0166252358,0.034591,1.5777091,0.5340438,0.0024506,0.1762945,0.0976098,0.6027492,-0.0015292,1.0
308,22001,Waterloo,IA,9076.0,48.92125,0.33741,0.1228288,54.88025,0.56937,19.26175,-0.25109,50.236,0.33064,47.66125,0.34137,51.75425,0.30601,50.358,0.3288,48.0635,0.32322,44.25575,0.36771,52.76525,0.26073,49.87175,0.32531,49.408,0.3306,51.30675,0.29659,79.7655,0.2737,45.81163,0.17055,1.0,222112,1,0.0468502,0.2643205,0.0405165,0.0360775,0.0403115,0.4921405,34719.84,0.34804,9.540999,0.25263,0.59211,0.0243905,2231.058,2.86,3.714286,6.2135153,17.235253,1.666926,-0.0105508,0.0270134,4904.07,0.1643233,0.659899,0.1833559,0.5810246,0.0068227,0.0101075133,0.0114041565,0.0256227,1.3460914,0.6649168,0.0012066,0.1969967,0.0795097,0.5643222,-0.0022317,1.0
309,22002,Iowa Falls,IA,1323.0,51.99925,0.31617,0.1333333,55.1495,0.5541,16.854,-0.18976,54.96925,0.27465,49.53525,0.34557,52.076,0.3148,53.546,0.30816,49.82475,0.31215,,,53.96475,0.27019,53.8265,0.2759,52.8895,0.29618,51.99925,0.31617,82.06375,0.25943,43.36625,0.16903500000000002,1.0,29516,0,0.0040656,0.0833904,0.0092488,0.0119897,0.0074536,0.561379,36421.74,0.30262,9.269,0.20993,0.70975,0.0255123,2495.239,2.86,3.714286,5.9817546,14.487933,3.677008,-0.0277262,,,-0.0684612,0.6408638,0.1644923,2.878645,0.0073223,0.0141618105,0.0148394091,0.0261759,2.4344953,0.7287912,0.0006437,0.145868,0.0714433,0.6115037,-0.0002489,1.0
310,22100,Iowa City,IA,6968.0,47.033,0.29344,0.09375,51.32925,0.60881,19.03375,-0.25129,47.8185,0.31794,46.2925,0.26734,50.54675,0.23771,48.59975,0.28091,47.4975,0.2589,44.2,0.29832,49.11475,0.25599,48.21325,0.27281,47.635,0.2826,46.72675,0.30355,78.4495,0.23778,44.37106,0.19159500000000002,1.0,203768,1,0.017358,0.1354909,0.0726878,0.0702751,0.0746653,0.4318752,35558.45,0.3682,12.979,0.23841,0.57951,0.0228123,2221.482,2.86,3.714286,5.9435408,16.528231,2.003802,-0.0001043,0.0049075,2906.0,0.2258777,0.7124968,0.1495176,0.766814,0.006272,0.0227660869,0.0247291037,0.0532684,0.85854897,0.4315938,0.0017127,0.1594614,0.0837689,0.5262941,-0.0023584,1.0
311,22200,Cedar Rapids,IA,9438.0,47.5205,0.29206,0.117943,50.83175,0.57691,17.53,-0.22248,49.04925,0.28789,46.01625,0.29653,50.54025,0.27133,48.80525,0.28601,47.58675,0.28235,44.61625,0.29729,50.16525,0.24389,48.41475,0.28811,47.99375,0.28947,47.8475,0.28606,79.07076,0.23915,42.93612,0.17994,1.0,252901,1,0.0209094,0.0822505,0.0561853,0.0459175,0.0652756,0.4202013,40329.62,0.33487,10.673,0.22814,0.56813,0.0228585,2109.154,2.86,3.714286,5.9728983,16.778008,3.361179,-0.0209752,0.0197706,6043.42,-0.1144807,0.7121123,0.1924524,0.7746183,0.006443,0.017963551,0.0165598396,0.0212858,1.2409976,0.5802627,0.0016726,0.1771523,0.0974736,0.5810228,-0.002455,1.0
312,22300,Ottumwa,IA,5766.0,49.188,0.27572,0.124498,52.53775,0.55711,18.047,-0.23132,50.91325,0.27889,47.5765,0.2713,52.00875,0.24303,51.0975,0.2593,48.33625,0.27181,46.578,0.2532,50.626,0.2486,48.67,0.3126,48.93425,0.29397,49.16925,0.27581,79.144,0.2326,43.79987,0.16627,1.0,142385,0,0.0052112,0.0547726,0.0302442,0.0237226,0.0371918,0.4927765,33871.12,0.3792,12.797,0.25123,0.63319,0.0224981,2149.247,2.86,3.714286,6.0901569,15.61888,3.069552,-0.0098194,0.0351161,6514.41,0.033457,0.6461334,0.2449594,0.491551,0.0060393,0.009720125,0.010647189,0.0166363,1.371658,0.4783509,0.0014959,0.1673714,0.0979687,0.5949965,-0.0004131,1.0
313,22400,Sheboygan,WI,7979.0,47.17975,0.31199,0.1374188,42.08575,0.65579,20.0255,-0.25906,48.57225,0.30041,45.72525,0.32349,51.314,0.28368,48.20175,0.30287,49.507,0.25624,46.628,0.26192,47.591,0.30636,48.7865,0.28406,48.027,0.29676,47.13375,0.31291,80.26974,0.22611,42.19581,0.18505,1.0,195533,1,0.0072417,0.1190754,0.0423341,0.0381997,0.0444997,0.5123399,39237.82,0.29061,11.586,0.17475,0.67089,0.0223849,2599.876,0.25,11.66667,6.6121815,17.061585,6.403842,-0.015148,0.0153427,5759.28,-0.0227875,0.6955497,0.3689988,1.474415,0.0064774,0.0135066715,0.0137316975,0.0346032,1.5826977,0.7616003,0.0,0.150107,0.0812908,0.6012158,-0.0077452,1.0
314,22500,Oshkosh,WI,21915.0,47.7495,0.30238,0.1151142,48.82125,0.61009,17.55975,-0.21545,49.255,0.30348,46.26225,0.30025,51.33225,0.26533,48.6895,0.29794,49.6025,0.25894,46.349,0.26684,48.75225,0.28585,48.35825,0.28033,48.07375,0.29063,47.94275,0.30051,80.12875,0.23327,42.56144,0.18528,1.0,549651,1,0.0067334,0.092149,0.044753,0.0403214,0.0483354,0.4453722,38576.42,0.30535,11.035,0.195,0.61962,0.0232083,2261.712,0.25,11.66667,6.8801827,17.127809,4.955036,-0.0262791,0.010916,6688.18,0.076402,0.7019706,0.2776709,1.100565,0.0066195,0.0159501211,0.0136104546,0.0246883,1.2280883,0.6968822,0.0,0.1489183,0.0848283,0.5989106,-0.005698,1.0
315,22601,Green Bay,WI,11732.0,47.2485,0.30938,0.0915169,36.63775,0.69723,16.90025,-0.21559,48.0135,0.3227,46.4555,0.29606,50.8935,0.26814,48.1365,0.3037,48.77,0.27752,45.1185,0.2545,48.8885,0.28298,46.723,0.32356,46.9955,0.3163,47.9145,0.29914,79.58175,0.23467,39.21106,0.186725,1.0,310560,1,0.0086489,0.1525855,0.0667187,0.0601492,0.0727719,0.4274302,38561.1,0.36407,14.097,0.2231,0.5866,0.0246566,2718.581,0.25,11.66667,6.8488337,16.41958,3.520838,,0.01288,7797.94,0.0407744,0.7069426,0.2218872,0.428591,0.0065955,0.0174137043,0.017800103,0.031266,1.2089043,0.719745,0.0,0.1710409,0.0896788,0.5787928,-0.0018938,1.0
316,22602,Shawano,WI,2526.0,44.2355,0.35254,0.0848416,32.88925,0.66861,18.9685,-0.21034,46.116,0.34636,42.6055,0.35246,47.88025,0.32861,44.94975,0.34819,43.99425,0.33053,40.59525,0.52261,47.13775,0.27695,43.97525,0.35497,44.1105,0.35334,47.6655,0.28618,76.04775,0.32943,38.54362,0.168315,1.0,65966,0,0.0018343,0.3822947,0.0183443,0.0191137,0.0180334,0.4472828,33696.27,0.34836,9.495,0.25341,0.63935,0.021445,2474.815,0.25,11.66667,7.0747193,15.437191,2.282493,-0.0192174,0.0303186,2640.0,-0.1708119,0.6386245,0.2110556,0.605379,0.0064533,0.0188430404,0.0204954067,0.0116435,0.65029158,0.7183549,0.0,0.1841473,0.0880909,0.5982811,0.0014621,1.0
317,22700,Wausau,WI,15598.0,49.187,0.2764,0.1242866,42.32125,0.64445,16.3335,-0.2061,50.6585,0.27114,47.71475,0.28119,51.97225,0.25601,50.28275,0.26771,50.17275,0.24479,46.12025,0.28205,50.97675,0.24183,49.142,0.26468,49.1625,0.27038,49.19175,0.27623,81.86625,0.20457,42.53131,0.18894,1.0,370092,1,0.0026102,0.0984122,0.0388042,0.0358935,0.0399519,0.4604516,36499.36,0.32785,10.158,0.22627,0.63777,0.0233057,2411.395,0.25,11.66667,7.1029961,16.456178,4.855604,-0.0284327,0.0081061,2250.51,0.1064329,0.6895964,0.2367407,0.9554757,0.0060991,0.0121213104,0.0119862088,0.0241198,1.0484085,0.6887423,0.0,0.1453944,0.080709,0.5997698,-0.001405,1.0
318,22800,Eau Claire,WI,12019.0,49.02525,0.27193,0.1133242,51.008,0.62692,17.504,-0.22712,50.60525,0.28149,47.44925,0.26225,50.75925,0.24829,50.029,0.25924,48.7515,0.26362,45.47725,0.25257,51.10675,0.23175,49.24975,0.26347,49.14725,0.26725,49.025,0.27184,81.23724,0.19901,45.08387,0.18744,1.0,305307,1,0.0050998,0.0863313,0.0326742,0.0322529,0.032612,0.4628734,33090.16,0.33781,9.385,0.24396,0.63999,0.0227733,2423.977,0.25,11.66667,7.462386,16.257265,5.724942,-0.0224784,0.016377,3389.68,0.1460544,0.6936948,0.1926374,2.12084,0.0060714,0.0146639284,0.014618073,0.0180508,1.2436637,0.5968943,8.52e-05,0.1654351,0.0835481,0.5513048,-0.004027,1.0
319,22900,La Crosse,WI,8803.0,47.68475,0.29095,0.1178209,49.13925,0.65377,17.1105,-0.21502,49.2025,0.29014,46.193,0.29048,50.4105,0.25382,48.6155,0.2839,48.07425,0.25817,44.5015,0.26718,49.6375,0.25374,48.11625,0.26701,47.907,0.27836,47.687,0.291,80.21375,0.22935,42.89344,0.19359,1.0,220109,1,0.0059425,0.0785908,0.0488456,0.0464312,0.0476112,0.4496856,34418.77,0.36839,11.846,0.24993,0.6207,0.0245358,2391.71,0.25,11.66667,7.258106,15.22046,3.664573,-0.0259134,0.0136296,3785.54,0.1915682,0.6858228,0.177285,2.700387,0.0058738,0.0150470903,0.0145609675,0.0191625,1.1048076,0.6408052,1.82e-05,0.1711584,0.0870346,0.5559887,-0.0011183,1.0
320,23000,Monroe,WI,5235.0,51.01625,0.27437,0.1670205,45.74275,0.66103,14.655,-0.17696,52.40575,0.27855,49.5835,0.26766,52.92725,0.25877,52.1845,0.26786,51.20575,0.24115,47.374,0.27064,52.6875,0.24038,51.87,0.24352,51.44,0.25884,50.985,0.27488,82.0455,0.23394,44.10369,0.173695,1.0,116624,1,0.0050333,0.062934,0.0184492,0.0191583,0.0183819,0.4606754,33581.5,0.3252,9.444,0.23076,0.64871,0.022923,2527.67,0.25,11.66667,8.2369235,14.772687,8.849665,,0.0171491,2517.11,0.1792082,0.6854118,0.1998559,2.739146,0.0065023,0.0180580327,0.0197900947,0.0098851,0.79893111,0.6759158,0.0,0.1503167,0.0779245,0.5867254,-0.0030883,1.0
321,23100,Madison,WI,19839.0,44.4935,0.31606,0.092119,50.52375,0.63607,17.613,-0.24152,46.36825,0.31881,42.623,0.31292,47.29525,0.28629,45.1185,0.30834,45.92475,0.28419,41.74725,0.32877,47.208,0.2678,45.41675,0.27207,44.96775,0.29311,45.20075,0.30391,76.817,0.24532,42.81469,0.191985,1.0,590755,1,0.0304153,0.1404739,0.0902726,0.0946655,0.0833475,0.3653489,40575.91,0.3814,13.799,0.24341,0.52397,0.0292688,2839.408,0.25,11.66667,7.9533199,15.1827,3.277451,,0.0101565,3128.41,0.0223958,0.7331389,0.1316167,0.6993089,0.0065765,0.0274614688,0.0255571261,0.0491919,1.8600775,0.5463263,0.0,0.1748016,0.0914473,0.5359558,0.0010882,1.0
322,23200,Dubuque,IA,7279.0,53.5525,0.25458,0.1592866,56.70475,0.55671,15.54,-0.2028,54.5015,0.28498,52.5435,0.22178,55.37625,0.20429,55.02675,0.24851,52.1415,0.26794,48.78075,0.25815,55.8455,0.2089,54.066,0.23436,53.811,0.2442,53.55625,0.25457,84.57024,0.17749,47.13256,0.167455,1.0,163189,1,0.0051168,0.0912536,0.0345778,0.0322124,0.034584,0.5243135,36442.94,0.33773,11.587,0.22186,0.64981,0.0222455,1772.982,2.86,3.714286,5.5164963,15.820046,3.927593,-0.0130112,0.0306393,13580.1,0.1364341,0.6872135,0.1916485,4.490335,0.0067739,0.011851289,0.0130891175,0.019286,1.1469508,0.8133391,0.0006884,0.1480642,0.0793546,0.5985851,0.0012716,1.0
323,23301,Charleston,IL,3643.0,43.85575,0.35843,0.0966942,49.95,0.69044,22.8145,-0.28366,44.1425,0.40534,43.5965,0.30998,48.76225,0.26897,45.06825,0.34521,43.65825,0.32665,41.8235,0.27234,44.968,0.34236,45.0,0.33256,44.44275,0.34479,43.78725,0.35965,74.7375,0.32194,41.09781,0.21350000000000002,1.0,101161,0,0.0159548,0.0712297,0.0337012,0.0392318,0.0252679,0.4807438,31206.15,0.35217,6.921,0.28296,0.60445,0.017325,1502.515,0.0,0.4761905,4.0335508,17.250955,9.103978,0.0156582,0.0197705,2967.91,0.110982,0.6304702,0.2228641,1.549663,0.0052568,0.0133055229,0.0144423246,0.0111381,0.60876763,0.4560552,,0.1867911,0.0977324,0.5300419,-0.0043545,1.0
324,23302,Douglas,IL,4493.0,47.42025,0.34221,0.101396,55.99275,0.58415,22.4965,-0.26586,48.65375,0.35607,46.14725,0.32921,50.72375,0.29055,49.09575,0.33011,46.4065,0.33022,44.17725,0.34217,49.30575,0.30243,48.8805,0.36558,48.16625,0.35309,47.42475,0.34219,79.57125,0.28257,41.95069,0.18594999999999998,1.0,101195,0,0.0203864,0.2227862,0.0184171,0.014794,0.01839,0.4847138,31741.05,0.36731,12.107,0.24624,0.64033,0.0142455,1491.321,0.0,0.4761905,4.1648225,18.534059,7.492715,-0.0150043,0.0098819,5275.0,0.1283598,0.6253929,0.2274622,1.003039,0.0058208,0.0102771876,0.0111369139,0.0083473,1.2229346,0.6207718,,0.1628346,0.0983285,0.604097,0.0034043,1.0
325,23400,Bloomington,IL,7362.0,44.1645,0.34578,0.085213,46.67425,0.65285,22.518,-0.29124,45.7145,0.34702,42.55425,0.34589,47.002,0.31564,44.94025,0.33937,44.7255,0.33166,41.88025,0.32765,46.534,0.3056,44.35325,0.33193,44.262,0.33868,44.1645,0.34578,74.819,0.29708,42.5305,0.20546,1.0,206909,1,0.054623,0.0980767,0.0709056,0.0606826,0.081755,0.4956098,37176.96,0.33856,9.715,0.24141,0.51521,0.0257737,1666.259,0.0,0.4761905,4.9537699,17.747933,7.5343,0.0020575,0.0144991,5640.14,0.1754638,0.6998457,0.1136717,1.485169,0.0062476,0.0231067764,0.0230342808,0.0277542,0.56524237,0.4787467,,0.1825199,0.0920421,0.5517596,-0.0035866,1.0
326,23500,Decatur,IL,13840.0,42.003,0.38876,0.0677928,45.0085,0.73666,26.203,-0.35388,42.68875,0.40431,41.3155,0.37406,46.31175,0.34491,42.876,0.37824,42.209,0.35292,38.59025,0.39597,45.986,0.31204,42.92375,0.36823,42.4795,0.37786,43.7125,0.37538,73.56125,0.33385,42.67231,0.22404,1.0,382083,1,0.0945161,0.2296642,0.0988897,0.1155949,0.0824995,0.4509769,34871.42,0.40158,11.171,0.28987,0.56221,0.0214758,1606.799,0.0,0.4761905,4.5258421,17.804101,2.444935,0.0114147,0.0104689,4871.97,0.3091873,0.6574867,0.1453915,0.7024138,0.0055493,0.0167843113,0.0192654476,0.0441946,0.51057821,0.4765431,,0.2177692,0.0930519,0.5251856,-0.0064464,1.0
327,23600,Burlington,IA,5834.0,46.6545,0.3205,0.1022168,49.20825,0.64677,19.719,-0.22428,47.3955,0.31982,45.88625,0.32133,50.30375,0.30015,48.013,0.311,46.85525,0.29525,43.83125,0.37805,49.07125,0.26637,46.3085,0.33278,46.4775,0.32634,46.65225,0.32029,77.40601,0.2842,42.13638,0.17452,1.0,136489,0,0.0212252,0.0915095,0.0257306,0.0264087,0.0235793,0.5016087,35038.39,0.31751,8.255,0.23496,0.6457,0.0224139,1881.361,2.86,3.714286,5.6341386,15.386262,1.478035,-0.0081708,0.0146532,3921.7,-0.1417793,0.6454552,0.253955,1.230395,0.005667,0.0060590963,0.0076343149,0.0119458,1.3679848,0.5027218,0.0027738,0.1973187,0.1076923,0.5837381,-0.0080086,1.0
328,23700,Galesburg,IL,5368.0,44.16225,0.33973,0.0885445,37.95675,0.73823,22.13975,-0.26513,45.00575,0.35607,43.36475,0.32371,48.18975,0.30835,45.3125,0.32834,43.4865,0.32126,42.38625,0.39389,45.843,0.30056,44.68175,0.34763,44.42525,0.34257,44.1645,0.33942,75.74775,0.29323,37.7405,0.208395,1.0,145734,0,0.0429756,0.1756904,0.0378714,0.047172,0.0274634,0.5088317,30826.82,0.40197,15.531,0.24666,0.61196,0.0192338,1783.664,0.0,0.4761905,4.5410031,18.060016,5.429612,0.0313316,0.0343091,6384.4,0.1513056,0.61048,0.1597007,1.160849,0.0052856,0.0097575034,0.0115827466,0.0163536,0.75093098,0.399097,,0.2108546,0.107627,0.5564148,-0.0093113,1.0
329,23801,Davenport,IL,16156.0,43.648,0.3594,0.0810868,39.69275,0.74743,25.59125,-0.32371,43.7405,0.37502,43.5665,0.34362,48.95825,0.31129,44.7495,0.35054,44.1605,0.32746,41.69825,0.35765,46.02075,0.31539,43.149,0.36508,43.3865,0.3623,45.6555,0.3273,74.97475,0.30439,39.87012,0.213035,1.0,382351,1,0.0554935,0.1640595,0.0576712,0.0510367,0.0613103,0.3925763,37759.3,0.37043,9.948,0.27095,0.53584,0.0210327,1921.246,0.0,0.4761905,5.2713982,17.099752,0.5987777,-0.0011762,0.0235386,7381.06,0.0118768,0.6644835,0.1791657,1.201578,0.0057053,0.0096168181,0.0111206718,0.0334095,0.73504655,0.507722,0.0049979,0.2262407,0.1080466,0.5622135,0.0002459,1.0
330,23802,Clinton,IA,3018.0,48.34275,0.31623,0.1149289,49.7,0.61116,19.46,-0.24484,49.99875,0.31323,46.5975,0.32266,51.06275,0.29951,49.7355,0.30522,46.86575,0.32027,44.39025,0.33069,51.23975,0.25479,49.091,0.3224,48.73025,0.31889,48.34275,0.31623,78.29625,0.27641,44.05425,0.160595,1.0,70445,0,0.0134715,0.0748086,0.0262386,0.0191277,0.0300115,0.4791854,34145.69,0.30631,7.263,0.23368,0.63055,0.0227613,2138.78,2.86,3.714286,6.0975388,15.381644,5.20118,-0.0062157,0.0141955,13200.0,-0.0980352,0.663385,0.2316394,0.6046348,0.0063392,0.0156292143,0.0161260558,0.0117933,1.1079552,0.5932146,0.0015757,0.187751,0.0962847,0.585753,0.004262,1.0
331,23900,Peoria,IL,21590.0,42.387,0.38416,0.0716451,41.38475,0.74535,26.567,-0.35616,43.23975,0.38411,41.54275,0.38411,47.25225,0.35641,43.268,0.37552,43.3305,0.34546,40.26175,0.36263,44.6035,0.34482,42.832,0.37056,42.62275,0.37683,45.40625,0.33169,73.383,0.32472,39.81993,0.219165,1.0,529703,1,0.0611984,0.27005440000000003,0.0569548,0.0560756,0.0553206,0.3939758,38841.65,0.36834,10.056,0.26778,0.53377,0.0181331,1715.281,0.0,0.4761905,4.8313168,16.716067,4.327722,0.0106406,0.0094393,8251.83,0.0320287,0.6390901,0.1911494,0.5300328,0.0058353,0.0140342796,0.0121275507,0.022294,0.94565293,0.5203312,0.0021903,0.2026391,0.0971044,0.5844065,0.0011108,1.0
332,24000,Kenosha,WI,22415.0,40.48025,0.35681,0.0691956,39.276,0.65928,26.389,-0.33324,42.059,0.35236,38.927,0.36124,44.464,0.33204,41.05075,0.35143,42.72675,0.31943,39.1655,0.34162,42.197,0.32656,41.24525,0.33973,40.90325,0.34729,44.21125,0.30049,70.616,0.34628,39.23081,0.18039000000000002,1.0,584474,1,0.0591592,0.1770711,0.0509406,0.0500738,0.0515981,0.3842089,39333.24,0.35117,11.463,0.23654,0.5495,0.0245263,2515.092,0.25,11.66667,6.8159172,16.546164,-4.057904,-0.0119627,0.0102656,5669.14,0.0423622,0.687807,0.27591,1.461566,0.0058615,0.025761625,0.019020521,0.0428856,0.65257462,0.5300612,0.0,0.2124131,0.1002283,0.5662224,-0.0086868,1.0
333,24100,Milwaukee,WI,62870.0,39.3125,0.4239,0.0445263,47.162,0.64168,27.0035,-0.38694,41.8365,0.41754,36.7615,0.4307,42.06225,0.40997,39.65125,0.41977,41.94525,0.37073,36.85125,0.42609,43.9365,0.3405,39.54375,0.39207,39.4435,0.4071,46.7105,0.30534,70.314,0.37288,40.34787,0.212485,1.0,1660659,1,0.1412247,0.4359436,0.1146772,0.106152,0.117837,0.3119471,42464.4,0.42804,14.82,0.27984,0.48963,0.0267654,2977.356,0.25,11.66667,7.7397096,17.030009,-4.161791,0.0012991,0.0090326,9352.28,0.0023876,0.6825345,0.2164355,1.170941,0.0058323,0.01265883,0.0173063826,0.0509409,1.1211717,0.5614024,0.0,0.2454278,0.0922993,0.532173,-0.0088104,1.0
334,24200,Bourbonnais,IL,5617.0,42.562,0.37992,0.07313359999999999,31.8755,0.7557,25.904,-0.33056,44.43275,0.34775,40.85175,0.40807,46.196,0.38676,43.07825,0.37185,42.70475,0.35467,38.48325,0.33205,47.6015,0.28398,42.007,0.38956,42.26875,0.38495,47.83625,0.29653,72.531,0.35948,35.78813,0.171995,1.0,135167,1,0.1195854,0.337072,0.0452474,0.0472696,0.0449593,0.4096283,35849.34,0.35525,8.544001,0.26981,0.57735,0.0168868,1632.011,0.0,0.4761905,4.7849739,18.692314,3.270294,0.0015385,0.0147965,9454.11,0.0621752,0.6492667,0.165895,1.002859,0.0051242,0.0250135018,0.0174080952,0.032378,0.24961557,0.4967707,,0.2214543,0.0927919,0.56344,-0.0087982,1.0
335,24300,Chicago,IL,276393.0,39.4075,0.39282,0.0649209,42.967,0.6716,26.36075,-0.35749,41.92,0.3844,36.8355,0.4023,43.116,0.37912,39.24175,0.38779,42.25975,0.34059,36.31525,0.32593,45.1575,0.30386,39.7375,0.35002,39.57775,0.37043,48.67725,0.27557,70.7755,0.30734,40.98162,0.20641500000000002,1.0,8183799,1,0.1878835,0.4312969,0.1146743,0.1036983,0.1196384,0.2012577,45756.77,0.52139,19.375,0.32764,0.44296,0.0336509,2784.078,0.0,0.4761905,6.1479306,18.473257,-7.513536,0.0349777,0.0098976,9792.77,-0.1429728,0.6605312,0.1543058,1.183696,0.0043388,0.0113349558,0.0176288543,0.1736012,-0.5328204,0.5713519,0.0016257,0.2080224,0.0826623,0.5210395,-0.0074766,1.0
336,24400,Rockford,IL,24658.0,41.476,0.34888,0.073504,41.1945,0.65114,26.1215,-0.32206,43.026,0.34824,39.931,0.3506,44.9415,0.33394,42.212,0.33772,42.80625,0.32149,39.04975,0.33707,44.29375,0.29679,41.83325,0.32889,41.66075,0.33851,44.302,0.30328,73.17575,0.29483,38.99944,0.18438500000000002,1.0,622573,1,0.0639058,0.2051115,0.0763295,0.0739985,0.0761074,0.4001978,37848.39,0.34338,8.898,0.2544,0.56035,0.0209687,1782.611,0.0,0.4761905,5.3633025,18.082406,-1.328024,0.0080205,0.0160624,6199.02,-0.0390664,0.6671398,0.2542877,1.954077,0.0053046,0.0232695604,0.0149894069,0.0498701,0.6633231,0.5291219,0.0019216,0.1997786,0.1000153,0.5709733,-0.0114128,1.0
337,24500,Rolla,MO,4260.0,42.902,0.31488,0.0797373,37.61275,0.74151,22.65875,-0.26553,44.833,0.31948,40.98025,0.31157,44.978,0.2896,44.4455,0.29834,42.2315,0.26078,41.5985,0.35226,43.7865,0.29106,43.23325,0.34869,43.085,0.33128,43.6815,0.31258,73.59776,0.32655,38.40013,0.18942,1.0,111509,0,0.0498614,0.1547473,0.0363219,0.0414452,0.0345924,0.4626409,26402.47,0.36473,8.073999,0.28399,0.58779,0.0100368,1535.674,0.0,0.0,5.2639704,15.562918,2.588233,-0.0076359,0.0179358,4409.7,0.2892415,0.634756,0.1291104,4.170765,0.0043193,0.029889964,0.0295133128,0.0329268,-0.63213321,0.4810195,0.0011012,0.176657,0.0889707,0.5965477,-0.0092163,1.0
