Online Data Table VII,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Parent and Child Income Distributions by Commuting Zone,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Notes: This table presents selected characteristics of the income distribution for parents and children by CZ. Column (3) reports the population (from the 2000 census). Columns 5-11 report statistics of the child family income distribution (measured as the 2011-12 mean) for our core sample (1980-82 birth cohorts). Columns 12-18 report statistics of the parent family income distribution (1996-2000 mean) for parents of children in the core sample.  All values are in 2012 dollars and are rounded to the nearest $100.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CZ,CZ Name,State,Children in 1980-82 Cohorts,Mean Child Income,Median Child Income,Child Income P10,Child Income P25,Child Income P75,Child Income P90,Child Income P99,Mean Parent Income,Median Parent Income,Parent Income P10,Parent Income P25,Parent Income P75,Parent Income P90,Parent Income P99
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18)
,,,,,,,,,,,,,,,,,
35300,Farmington,NM,8304,42700,31600,1400,12200,62500,94700,176900,65100,51200,13200,25800,83400,115100,278100
35401,Flagstaff,AZ,10115,40800,31400,1900,13200,58300,89100,166200,68400,51200,14500,27700,83600,117000,313100
35402,Cortez,CO,1649,44900,37000,3300,16800,62100,91800,188000,59100,49800,14800,28500,76100,103100,246800
35500,Gallup,AZ,12998,28600,20700,0,6500,40300,67200,133600,45700,34100,9200,18000,61800,91700,173000
35600,Hilo,HI,5567,38500,30000,0,11600,53200,85100,171300,63600,49400,12800,25900,81700,115300,300300
35701,Twin Falls,ID,5283,45200,36900,4900,17900,60600,89800,192300,71000,53400,18700,31700,81600,117900,419800
35702,Burley,ID,2383,48800,41700,8400,22400,63700,89900,185800,62500,50900,18500,31200,73500,104400,263900
35801,Boise City,ID,19052,45200,35500,4500,17200,60900,90400,193700,86300,64300,20900,37700,98700,144900,464200
35802,Ontario,OR,2571,49000,34200,4100,16000,58600,86900,188900,56900,47100,14600,24600,73000,101100,273800
35803,McCall,ID,598,42500,33900,4700,14000,60600,89500,200100,65800,46400,14300,26000,73600,102600,480300
35901,St. George,UT,5924,46700,39600,6000,19400,62700,88400,200300,76700,60100,18800,35100,87800,118900,406100
35902,Price,UT,3238,53000,47000,7800,24400,72500,99000,199200,71900,66900,21000,39800,91800,116200,280100
35903,Moab,UT,361,47600,40100,4100,17200,63900,93300,179000,55900,51100,15100,25800,77600,105200,183400
35904,Richfield,UT,1481,50700,45800,10200,25900,69500,89800,184400,66100,57300,18300,34100,81600,109200,303700
35905,Loa,UT,,,,,,,,,,,,,,,
36000,Provo,UT,18191,51800,44700,7500,23100,69200,95400,209900,109700,76500,27300,50900,106600,156900,596400
36100,Salt Lake City,UT,69168,51600,44100,6900,22500,69900,97300,202600,101600,78200,27100,49800,110000,160500,573200
36200,Logan,UT,7852,51300,44900,10500,25300,66800,92100,184500,81900,69900,28100,47100,94100,126200,351600
36301,Pocatello,ID,14478,47300,40200,6900,20100,64600,90100,185500,74900,64500,21400,39300,91300,122700,326100
36302,Salmon,ID,512,45700,37600,4900,17400,67400,88300,168400,52700,47600,12300,26100,68800,91800,159700
36303,Jackson,WY,754,58400,43100,6400,21800,68100,110100,278600,316200,68800,24000,42900,120200,240100,1637200
36401,Steamboat Springs,CO,1720,59200,46500,6100,22400,79400,108000,240700,85800,71600,22800,42900,100900,132500,417500
36402,Vernal,UT,2460,62900,56400,7200,28200,84800,114300,240600,63100,55000,17200,31800,80700,109500,242300
36403,Soda Springs,ID,864,51400,45900,12300,26600,69400,93900,176400,66600,64900,20800,40500,85800,103800,232700
36404,Rock Springs,WY,5080,59800,51500,8300,24600,84300,116300,212000,81100,76400,25400,48300,99400,125100,289700
36501,Klamath Falls,CA,5914,43500,34500,1900,14200,63700,94700,173600,61000,51700,13600,26800,81300,112900,253000
36502,Burns,OR,329,40600,32000,1300,11900,62200,84900,179800,48000,41200,13200,24100,68800,91200,120400
36503,Lakeview,OR,343,47700,41300,4800,17700,74300,102800,144900,57900,47300,16600,26400,73600,99900,300200
36600,Redding,CA,8451,43300,32800,600,12500,61700,95300,181300,64200,50800,12500,26100,81800,116500,308000
36700,Eureka,CA,5066,40500,29400,0,10600,57800,90400,190200,65000,52800,12300,26800,82600,116500,310200
36800,Medford,OR,9411,40200,30600,700,12800,55700,86700,183100,65300,49000,14300,26900,78700,113900,369100
36901,Crescent City,CA,1749,39400,29900,0,10100,55000,85800,190800,58700,49400,12500,25300,76900,104500,273200
36902,Roseburg,OR,6634,42000,30800,1000,13000,58000,88800,177100,61700,51700,13700,27800,78400,108100,286700
37000,Modesto,CA,27040,44500,32600,400,12400,61500,93900,184800,67100,51000,12200,25700,83500,119800,328000
37100,Bakersfield,CA,25043,47500,36100,1900,14900,67400,101100,192100,68400,50700,12500,24300,88300,126100,315200
37200,Fresno,CA,51670,41100,30200,300,12000,57600,90700,186100,61100,42300,10900,21200,77600,118200,317400
37300,Chico,CA,13628,43600,32900,600,12700,62100,95500,188100,63100,48100,12800,25200,81800,118500,311800
37400,Sacramento,CA,85946,47300,35300,1400,14100,65600,101800,213200,84700,65100,15100,33200,103900,148400,414300
37500,San Jose,CA,69290,55900,39400,1900,16200,74500,120100,282300,146300,79600,19800,40400,135900,226400,1108400
37601,Elko,NV,3001,52700,42100,4600,19200,77200,109300,182700,83100,73000,23600,45300,96500,126700,270700
37602,Winnemucca,NV,1003,52100,44700,3900,19600,76200,105000,194400,73800,69000,20800,43600,92900,120700,263900
37603,Portola,CA,911,49200,37000,2800,15300,67600,100100,195200,70000,60400,16900,34400,88000,114200,265300
37604,Reno,NV,14186,45100,34400,2100,14700,63100,95200,188400,94200,65500,20100,36800,101000,150500,602200
37700,Santa Rosa,CA,19909,48000,35200,700,13400,67200,104700,216900,94100,69400,18700,37100,109000,156600,476200
37800,San Francisco,CA,127023,57100,40100,1900,15900,75700,120700,270800,135900,81600,20400,43500,131900,209400,951200
37901,Las Vegas,NV,41902,41000,30600,1100,13100,56900,89000,181200,87600,57400,17200,30300,93200,137200,517700
37902,Reno,NV,,,,,,,,,,,,,,,
37903,Mammoth Lakes,CA,1048,48800,39000,3400,16400,70500,107500,189600,72000,63300,16300,30900,91000,126500,281000
38000,San Diego,CA,82253,49000,36000,2000,15300,67100,103700,224000,92400,62200,15200,31200,103800,156500,548100
38100,Yuma,CA,11495,40600,31000,1500,13900,57200,89300,166500,52500,36100,9500,18500,68000,106200,264300
38200,Santa Barbara,CA,19020,48100,36500,2200,15600,66500,102600,221000,92300,64400,17200,33900,103200,153100,546000
38300,Los Angeles,CA,473226,47000,33400,1100,13800,62600,100700,222100,86100,54100,13000,26200,96500,150200,538200
38401,Lewiston,ID,3719,46400,37700,3700,17100,65200,93100,170500,65300,56300,15800,31300,84600,111800,271300
38402,Pullman,WA,2260,53000,42400,5500,20500,73000,108700,219300,74200,62900,20800,38500,92800,131800,295900
38501,Moses Lake,WA,3696,46000,38200,3000,17400,66700,95100,171700,63900,53700,16400,29800,81500,113700,275100
38502,Wenatchee,WA,3859,47400,37800,3500,17300,67000,97800,187700,75400,59800,18400,33300,90300,128200,343400
38601,Spokane,WA,24519,46400,36400,2700,15800,64300,95000,196100,76600,59900,17400,33800,90800,131300,407100
38602,Colville,WA,3771,41400,32400,1200,13200,57500,90100,166200,57200,46200,12200,24700,73500,102500,247500
38700,Longview,WA,9140,43700,34500,600,12900,64800,94900,169500,69000,59300,15100,31200,87400,118100,303000
38801,Portland,OR,63878,47600,36300,1800,15400,66600,99500,207000,103700,74900,22600,43700,110900,165200,606700
38802,The Dalles,OR,2609,43800,35000,3000,15200,62900,92500,176600,64500,55400,16400,30700,82000,112500,272100
38901,Eugene,OR,34539,43900,33700,1200,13600,61800,92700,190600,79600,62800,18800,36000,94100,132800,412200
38902,Newport,OR,2600,39700,31000,800,12600,58500,87100,160200,61200,49100,13300,25500,79100,113000,284700
39000,Yakima,WA,9791,44000,34000,2200,15600,62300,92500,183500,65600,50100,14500,25900,82300,117300,362000
39100,Kennewick,WA,13710,48600,39000,3500,17400,69800,99500,192500,79200,67600,18900,37500,99300,134800,316400
39201,La Grande,OR,1866,43700,36400,4400,17900,61500,87300,179100,61300,53700,14600,29300,78600,104900,265700
39202,Enterprise,OR,342,45900,39200,3300,18800,64600,95000,161200,76600,45700,18000,27800,69900,100200,263100
39203,Bend,OR,5527,43300,32800,1900,13600,61000,92900,188000,74800,56700,15900,31300,87000,126500,451300
39204,Condon,OR,,,,,,,,,,,,,,,
39205,John Day,OR,353,45900,41400,6100,19100,64400,96800,147800,56800,53800,15800,26400,77300,103600,171700
39301,Friday Harbor,WA,439,39600,30600,300,10400,54300,93800,173400,195100,58100,16500,31600,91400,135800,857100
39302,Bellingham,WA,5809,50100,38600,1400,15600,70100,103300,211900,84700,65400,18500,36900,96800,137400,494200
39303,Port Angeles,WA,3366,43000,33300,1200,13500,61300,90800,179900,72500,59200,15600,30800,86600,119000,314400
39400,Seattle,WA,131328,50600,39300,2300,16800,70500,105100,216300,108000,76800,22700,44900,112500,162400,610000
